# Сложность Легко
## Сложность Легко, Симметрия Без симметрии
3 2 2 810000570203050000070100000006012009050860000000900368500001080900004200000206000 814329576293657841675148932386412759759863124421975368542791683968534217137286495 42e1bd18
3 2 2 860000300709000000050008090000800930000003024006021008500400203004210050000056400 861792345729534681453168792172845936985673124346921578517489263634217859298356417 fea18de
3 2 2 200089400070000005000030700000090120306408000900026000608900000000600059090000013 253789461871264935469135782584397126326418597917526348638951274142673859795842613 2a9a77f8
3 2 2 400009003008400560000010020020190005000008900030005010140000080002807000007000006 465289173218473569793516824826194735571368942934725618149652387652837491387941256 c1475df0
3 2 2 005030070060010500800000034000120007930400250000000000080040000702060003003500068 125834679364719582897256134546123897931487256278695341689341725752968413413572968 a9d3c297
3 2 2 600003701000900023000008000040000060000029040507030010400000008020395000390000600 659243781718956423234718596942871365163529847587634219475162938826395174391487652 60476e75
3 2 2 000020040005004000060008023000010000900400078076000490000001009507043006002050380 718326945325194867469578123854719632931462578276835491643281759587943216192657384 523f813b
3 2 2 600000020020000060009100008001700500000009000000080702000403210510000600007008004 678934125123875469459126378381742596742569831965381742896453217514297683237618954 9cf4cb31
3 2 2 800007014096000000073000000000013600000794020700820050000200130600049780900000000 852637914196452378473981562284513697365794821719826453547268139621349785938175246 f54fd1e4
3 2 2 006090800030000012807020006000000504309015070000080000900700000070050080064800000 126593847435678912897124356718369524349215678652487139983741265271956483564832791 3bca065e
3 2 2 000050000023490500070008043050082000310509000006170005060000000002000094009007058 481753269623491587975628143754382916318569472296174835867945321532816794149237658 f3aad096
3 2 2 000093000000007002000000100000600700100000638270000015003410800000069000040038006 512893467368147592497526183839651724154972638276384915623415879785269341941738256 714ade5a
3 2 2 050900061130400009009000200280104007000000000000302100003008410700000500940200008 854927361132456789679813245285164937316579824497382156563798412728641593941235678 5b0013dd
3 2 2 160000070320600000007000400030080900000976085000040000003200001500030004000010538 165894273324657819897123456736581942241976385958342167483265791519738624672419538 3395e1e0
3 2 2 001000080070000042800200305004702001000008400000460000008010006140000030062500800 421357689573689142896241375684732591257198463319465728738914256145826937962573814 abf829c5
3 2 2 100400600038070000090000005300090104040700000000005080600800020000004709004900036 125439678438576912796182345357298164842761593961345287679853421283614759514927836 736816ec
3 2 2 000000793005009000030000000000803500000090018070400300700902081800010907100080630 482156793615379842937248156291863574364597218578421369756932481843615927129784635 8edbf6de
3 2 2 170000900300600010000002700080053000000800090002700608709005060060080300000001009 174538926328679415695142783986253147437816592512794638749325861261987354853461279 ed85e24
3 2 2 000092400600700030090460002001007009006500108000010620310048000009000200008000090 185392467624781935793465812831627549246539178957814623312948756569173284478256391 570a203d
3 2 2 000001075100000009008560000040010002020409600000280300400000900000037000603000010 236891475154723869798564123845316792321479658967285341472158936519637284683942517 357a139b
3 2 2 008000009050710800300028100060500000073000002005002060046000000000005090900070001 128354679654719823397628145269547318473861952815932764546193287731285496982476531 64be0c46
3 2 2 205000600080000010070800005060403000000720000040168200800000007420307560053000004 215934678384576912679812345962453781138729456547168293896245137421387569753691824 add223c
3 2 2 068000009502000600340000012000300780000080005000005020020400070005908240406070001 768213459512894637349756812651329784234187965897645123923461578175938246486572391 c6679dd5
3 2 2 000560900009000040000700002890000000002400009000050807070080020406007000530001000 283564971719823645645719382897136254352478169164952837971685423426397518538241796 bff35aa0
3 2 2 000009100571400300090070065920000006600040700407000020004500030000004690000768050 346859172571426389892173465928317546653942718417685923264591837785234691139768254 24324466
3 2 2 000800025000050007006472000100000200072040680009000501400160300500080000021004000 734816925218359467956472813165798234372541689849623571487165392593287146621934758 3dc3038d
3 2 2 013090004000000060006180000907008000060400207040230900100003802000950001604001000 813796524279345168456182379927568413368419257541237986195673842782954631634821795 5b4702d
3 2 2 100009540056700000090002006070800690000000800802000004200560430900200700005003001 127639548356784912498152376574821693619345827832976154281567439943218765765493281 3b2c2718
3 2 2 070060500300000700005070012000300000200080605500209000042000100001000008000430090 179862534328514769465973812784356921293187645516249387642798153931625478857431296 47b5cbea
3 2 2 000200005008000603030040700800002004006030200000401390052076000000009000380100006 679283145548917623231645789813792564496538217725461398952876431164359872387124956 b2289469
3 2 2 009305710500000093001070406005603007030000200006701004000208605040050000000000020 869345712574162893321879456415623987937584261286791534793218645142956378658437129 11f147f6
3 2 2 010090250000007089800300001120005070000760004706020100009600000070004006000509700 413896257652147389897352461124985673935761824786423195349678512578214936261539748 8c906544
3 2 2 400609000020030078000007000900000236070000500201000000000320960090400300040800002 487659123529134678136287459954718236873962541261543897718325964692471385345896712 5e05a96
3 2 2 002809000001000240540000780100405000000061000300980610016004000025007001000000062 672849135981753246543126789168475923294361578357982614816294357425637891739518462 10165a22
3 2 2 000648002600100400004007010005700904000050008080004025400005200030800000906000050 713648592652139487894527316265781934349256178187394625478915263531862749926473851 6ee30e32
3 2 2 800003000000064780000091005000200060056008000497050000020000650060900170001000002 815723946932564781674891235183249567256378419497156823329417658568932174741685392 fbbf6d2d
3 2 2 087000000900000078403000900000109064000003020000867500005004100070690050020500006 687912345912345678453786912538129764796453821241867539865234197174698253329571486 3c599b08
3 2 2 000008000050200340000307008014002600000040009907600800030106000040000070009020005 376458291158269347492317568814972653563841729927635814735196482241583976689724135 240d23dc
3 2 2 300089017000060489000070000000050000479200008200004000050000090760000200920010006 342589617517362489896471325631758942479236158285194763153627894768945231924813576 5c1177fd
3 2 2 060000003008001500050036140300070860480009300000000000006000070000040905900087000 164795283738421596259836147315274869487169352692358714526913478871642935943587621 c0a16543
3 2 2 040000000500900100002080000080500040005002036000064002020000009000690054000018360 149325678578946123362781495286539741415872936793164582627453819831697254954218367 87b6dcb
3 2 2 400007000005090106020050074000045900047300200600700400050926000004000090098000005 431267589875493126926851374382645917547319268619782453753926841164538792298174635 fc1b4a2c
3 2 2 000050007057003080040890300002038000704200090010700000005000060080010900400000001 893156247657423189241897356562938714734261895918745623125379468386514972479682531 7297eaa9
3 2 2 000800200006301780090060005720000906001000040060000800130508000070010020005600003 317859264546321789298467135723184956851796342469235871132548697674913528985672413 b2f44137
3 2 2 700004600001000304030000050000300500000040000200000081190500040005003910020006000 759134628681257394432869157947381562518642739263795481196578243875423916324916875 aaa63985
3 2 2 207800600004056000009000002400300070000980020000072004070000319031000000000003008 217849653384256791569137482428361975753984126196572834675428319831695247942713568 724cd5b4
3 2 2 018037005650000000703000060000780900800300200100002004000970300001000040900006008 218637495654219783793458162325784916849361257167592834486975321571823649932146578 d2b77261
3 2 2 180004000300501000009008003030700894000000050972000000000800761000950400004100900 186234579327591648459678123531762894648319257972485316295843761713956482864127935 6ae806e4
3 2 2 080079006520010000000300900001020000750106000200030190005001200000003068900000040 183279456529614873674385912391427685758196324246538197865741239412953768937862541 8c379db6
3 2 2 704805000023040080800020000000200007000600340000037001050000074309000050070000906 714895623523146789896723415631284597987651342245937861158369274369472158472518936 fc208a58
3 2 2 003070002000002004100630000005000090607024050080063000000000108000840030740000500 563478912879152364124639785435781296617924853982563471356297148291845637748316529 eeb47b65
3 2 2 200800010800000207000075030000500400072900300090034008000090000100680000020000094 237846915865319247914275836381527469472968351596134728753491682149682573628753194 18d15c26
3 2 2 030800020070000609000010040000230000009004700300109004000060000420000073850300000 534896127172543689968712345647238951219654738385179264793465812426981573851327496 48059753
3 2 2 000700005000140090004000700540003009030020050000507104002004901080010000600908400 126789345753146892894235716541863279937421658268597134372654981489312567615978423 de40fe1c
3 2 2 030020049654000002000000000210050000900201003008030000006800010000009025000042080 137526849654798132892413567213657498945281673768934251326875914481369725579142386 51a32d6c
3 2 2 070090006200065001000000030000000900590010300040000082000350000009008060350004000 174293856283465791965781234632847915598612347741539682817356429429178563356924178 fc086bb7
3 2 2 829040000600000854300000000000006003400000098000105040040000100070054032090310080 829541367617239854354678921785496213461723598932185746543862179178954632296317485 4e192d1d
3 2 2 060090300803000600054060002000001080301026007000730000530000060000200700002050000 167892345823415679954367812276941583381526497495738126538179264649283751712654938 e010ed36
3 2 2 601000409028000006470060002000904000007038005000570000700000210000000904942080030 651823479328497156479165382586914723197238645234576891765349218813752964942681537 49bff150
3 2 2 200040009000009301008703000009250003100900000065004000070000100000000054340500096 237145869654829371918763425489257613123986547765314982576492138892631754341578296 972770f
3 2 2 605090000007850060290007050060000003580043000003060010000000204074006005000900670 635491782147852369298637451769128543581743926423569817816375294974286135352914678 8efeccf6
3 2 2 340000801070090040090006002000007100060100030104320000000900000600010953730200008 346572891572891346891436572253647189967158234184329765415983627628714953739265418 d80f5704
3 2 2 003600000800037020500200900600001040030050080000400609001000007400060000080003250 213695478849137526567284913698321745734956182152478639321549867475862391986713254 b1c8f2e1
3 2 2 600200300020090001005007000300040800090500630007000005100370006000080000070006900 618254379724893561935167428356741892491528637287639145149375286563982714872416953 68f5a5b8
3 2 2 000000005008021040020450000001000003034017052070063000000000260010070408800640030 469738125758921346123456789581294673634817952972563814345189267216375498897642531 42311a72
3 2 2 010829006008050000050006000000704508007900024000015007900080030000000809402000000 713829456648357912259146783321764598567938124894215367976481235135672849482593671 91cdfa20
3 2 2 601079500000200000300081000010000006407000098506000420900005000000043080000810000 681379542759264813342581679813492756427156398596738421978625134165943287234817965 5b41c056
3 2 2 035009000400000000010578400048000906200000800760000200000003002080604701000710050 835249167427136589916578423148325976253967814769481235571893642382654791694712358 f4a87da7
3 2 2 050760000000000470090004050800400600000030005006002009945200000007000803001009000 453768912612395478798124356829457631174936285536812749945283167267541893381679524 643936f5
3 2 2 000306500000009000700120306470000093082900700000060102000010000200087000840003200 128346579364579821759128346471852693682931754593764182937215468216487935845693217 84cad5b7
3 2 2 010090000203007800076013004000000040601000000097000138060001000000205081002006050 814592367253467819976813524328159746641738295597624138465381972739245681182976453 2e59498e
3 2 2 000001050073000902098000000000046109000820000300105070020400005900002084030500290 264971358573684912198253467785346129619827543342195876826419735951732684437568291 57709a24
3 2 2 700050006020009070009600003002000000600090000030001004000000230080000901504002060 718253496326419578459687123842365719671894352935721684167948235283576941594132867 54f90999
3 2 2 010000007004000090890043000060010700403008200000900000200070050030002904008090100 516829347324765891897143526965214783473658219182937465249371658631582974758496132 d6d2ca99
3 2 2 870060000200305000000090105050006009709050400030900000007080230000000570004700000 875162943291345867643897125152476389789253416436918752967584231318629574524731698 dcbe1b15
3 2 2 000000000006000412010230560009070200003640001000005000082300190075000830090060000 247516389536798412918234567469173258853642971721985643682357194175429836394861725 fde8250b
3 2 2 070001000200670040003000010080902051010040700500100290000016900027309060000400000 478591623251673849693284517786932451912845736534167298345716982827359164169428375 430942cd
3 2 2 300008920710600004800004001000000309609070000000500060020030000084000090000040217 345718926712659834896324751251486379639172485478593162527931648184267593963845217 81cad2ea
3 2 2 000003400000056780290040056007001024000080570003500000000905000900000800060000200 756893412341256789298147356587361924619482573423579168832915647975624831164738295 26ee3d69
3 2 2 780000050301006090060800001006900078000000004090001000000000040410500600009480007 782139456341756892965824731126945378573268914894371265238617549417592683659483127 96f661a
3 2 2 420000003005280090800160000000041000030059280040000560000000040070830009100000605 426975813315284796897163452258641937631759284749328561962517348574836129183492675 8d452e
3 2 2 020100800405009001010020346600000030001000400050000908103042000004900070097006000 726134895435869721918527346649258137871693452352471968163742589284915673597386214 9e6b2f39
3 2 2 800039100010000200000010079000004702207000000500203060130900000004006005005100040 872439156916758234453612879361594782247861593589273461138945627724386915695127348 85488525
3 2 2 500000000030050890007009006000008000010000060003400107090006000040090005005002038 589264713436751892127389456754618329812937564963425187398576241241893675675142938 d02c7265
3 2 2 058000002000000000010723000004056300020009400080000100000002004600470805140000000 758614932263895741419723586974156328521389467386247159897532614632471895145968273 f613c235
3 2 2 093046007600070000500200800008007290940020000300600000001900006000700000200000103 893146527612578349574239861168357294947821635325694718731982456456713982289465173 a08601a9
## Сложность Сложно, Симметрия Центральная
3 2 3 000006037000000800892030460000960100000317000009042000068070259003000000740200000 451826937376194825892735461537968142284317596619542378168473259923651784745289613 a7fcef28
3 2 3 030009058050408009090600200004200081000000000270001400009003020300106040640800010 436729158152438679897615234964257381581364792273981465719543826328196547645872913 6015c4b
3 2 3 009000008250000610603002040300049000900803002000260001090300107015000039700000500 149635728258794613673182945321549876967813452584267391492358167815476239736921584 807d1e03
3 2 3 006008000000090003000203806801700050420000098050001307702804000900010000000900700 316548279278196543594273816831729654427635198659481327762854931985317462143962785 59ef88a0
3 2 3 230914000010060095700000000380000900520000064001000083000000007140070020000582046 235914678814267395796358412387426951529831764461795283652149837148673529973582146 62c339a7
3 2 3 087002300090305704000000800040000030020506040010000060009000000504108020001900580 187492356692385714453617892746821935928536147315749268869253471534178629271964583 c6277168
3 2 3 000170360000000200916000000000400602800905004401003000000000528004000000095037000 528174369347596281916382457759418632832965714461723895173649528684251973295837146 36e43ca
3 2 3 089000000300065000040007100104008006003000700700600203001300090000180004000000870 589413627317265489246897135124738956693521748758649213861374592975182364432956871 75b7d050
3 2 3 850000360006008400000130000080029000074000930000360020000042000007900600039000075 851294367396578412742136589683429751274815936915367824568742193127953648439681275 55d09e26
3 2 3 007040800140009050090005300004050009710000086200060100006900020050800063008030400 567341892143289657892675314684152739715493286239768145376914528451827963928536471 1d82d1d5
3 2 3 150603080600090100007001000260000000000975000000000013000700800009030007040506091 154623789623897145897451236265318974431975628978264513316749852589132467742586391 6cba02bd
3 2 3 000007609070089020090300000002000098004020300350000200000005060040290030608400000 235147689471689523896352147162534798784921356359768214913875462547296831628413975 17e44334
3 2 3 037000080206090400010040000009600100000020000001003500000070030005060701090000620 437516289256398417918247356829654173573129864641783592162475938385962741794831625 145b55b1
3 2 3 106095020005000007000004050083000000004306200000000670040600000300000700050840902 136795824425168397897234156683527419974316285512489673249671538368952741751843962 bce6a25c
3 2 3 305490700006008001000010040000000250000203000032000000070030000600100900004067508 315496782246578391897312645968741253751283469432659817579834126683125974124967538 be423cb7
3 2 3 014060009009100200060002003070206000003000600000907020600300040002001300800040160 214563789389174256567892413478216935923485671156937824691328547742651398835749162 e8693050
3 2 3 000000803000098000020630150300700000210000065000005008059021030000940000602000000 164257893573198246928634157385762419217489365496315728759821634831946572642573981 de156538
3 2 3 360001020008009006200000701000090430000802000027030000706000005800100200010300078 365781924178249356249563781581697432493812567627435819736928145854176293912354678 8c66612f
3 2 3 400730000030060050060000109076000004000246000200000810301000080040020090000098001 415739268839162457762584139976815324183246975254973816391457682548621793627398541 d0ed5ca4
3 2 3 000750024080000000504800100300008012016000940240500006001005609000000050650012000 163759824982134567574826193395648712816273945247591386721485639438967251659312478 ec2df46f
3 2 3 008060009000009060090700102200001008049020650800900007906004030020500000500030900 158362479472189563693745182265471398749823651831956247986214735324597816517638924 4ac375d9
3 2 3 030040500040805000005100000020080004601000809900060050000007600000206010003010070 738642591146895723295173486327589164651724839984361257812937645479256318563418972 4529b210
3 2 3 000340070035070200800000000580400009600000003700001082000000007004020830070096000 126349578435678291897215346582463719619782453743951682251834967964127835378596124 355d4018
3 2 3 106009004200350000300000100000700260001060500029003000002000008000074002900800706 156289374247351689398647125435798261781462593629513847572936418863174952914825736 e483a5fa
3 2 3 000000300000036107007401008000500200083904670004007000200608700405270000008000000 841752369952836147367491528796583214183924675524167983239648751415279836678315492 77465db8
3 2 3 006003040000004608070020090700089000103000507000510003080090010901200000060700800 816973245239154678574826391725389164193462587648517923387695412951248736462731859 26b053cf
3 2 3 500007620030050090800020001201000300000070000008000506400060009020080060059200007 514897623732156894896423751261945378345678912978312546487561239123789465659234187 df25b946
3 2 3 000009642000320000090005070600000409008060200904000001020400050000076000863100000 385719642746328915291645378672531489518964237934287561127493856459876123863152794 5a0898a4
3 2 3 100035080060002050200810000000200740000060000097001000000083009030900010040720005 179635284863472951254819367315298746482567193697341528526183479738954612941726835 780a55ce
3 2 3 005040000103005080090000520070006105000803000301500040067000010010600207000070600 285749361143265789796381524978426135654813972321597846867952413419638257532174698 50a77620
3 2 3 630100000025000080100008300001009002800050004900400800006200001090000620000003078 638197245725346189149528367451689732863752914972431856386275491597814623214963578 37c117b3
3 2 3 000000067070056890090047005000570600000409000009013000700290040042680050150000000 315928467274356891896147235431572689587469312629813574763295148942681753158734926 5505d82f
3 2 3 103009004006000010000100380000860039008000600670043000015008000060000700400900105 123689574856374912794152386541867239238591647679243851915728463362415798487936125 e1c246e6
3 2 3 060900300400035800000200000090340005800000002500019070000008000009150004007006010 165984327472635891938271456796342185813567942524819673641728539289153764357496218 fda7f763
3 2 3 001203050000450082004900000105070000403000601000040503000009700610084000030105900 871263459396457182254918367125376894483592671967841523542639718619784235738125946 23ac78d4
3 2 3 007850100001000000000007645002090036000423000380060400916500000000000700008034900 427856193651349278893217645142798536765423819389165427916572384534981762278634951 d72439e6
3 2 3 050000170624008000000040000400380010900000003010076008000050000000800297042000030 358269174624718359197543826476385912985421763213976548739652481561834297842197635 980a73c
3 2 3 500000040608090000903500800200710400079806510004035006002003907000050608030000004 517628349648391275923574861256719483379846512184235796462183957791452638835967124 6cfd2bb
3 2 3 040000600203090008000003040000800015400701002510006000050400000600080509008000070 145278693273694158896513247367842915489751362512936784751429836634187529928365471 de22c12c
3 2 3 600050020000012007001000009030100640100000002054006090700000800300740000090030006 679854123843912567521673489937125648186497352254386791715269834362748915498531276 c7645bec
3 2 3 009600004760130800000000670000000008005769400400000000028000000007082035900003200 589627314762134859134895672276341598815769423493258761328516947647982135951473286 c787a3f4
3 2 3 008290007000000020000040500090000208500406001307000060004060000050000000900081600 168295347745613829239748516496157238582436791317829465874962153651374982923581674 b39926f
3 2 3 060007000070000200000582100001800970004020500096004800009438000005000020000200090 562147389178396245943582167251863974784921536396754812629438751815679423437215698 e94b80c4
3 2 3 180004000050360000000807200901040000420000017000050906008603000000082090000400038 183524769752369481694817253961748325425936817837251946548693172376182594219475638 977899d5
3 2 3 400020010010007800000053400024060050300000004060040320008930000001200080070080006 437628519516497832892153467124369758385712694769845321248936175651274983973581246 a5776db0
3 2 3 081000060000130005302080010020004000870291034000300090090020103400017000010000740 581749362769132485342685917923854671876291534154376298697428153435917826218563749 587b761
3 2 3 005009000020078560096000000007005041008234900540900300000000830081390050000800100 815469723324178569796523418937685241168234975542917386659741832481392657273856194 2709aa80
3 2 3 000000600500010020790004058002008030000903000010400800980200067060040009001000000 124785693538619724796324158642178935857963241319452876985231467263847519471596382 c197c1cb
3 2 3 100700900030609105006000080607000090000104000050000408060000300508301020003007004 125783946834629175796415283647832591389154762251976438462598317578341629913267854 e6efc263
3 2 3 005060790004000002800012000300020060000389000010050003000230006600000900053070100 235468791174593682896712345348127569567389214912654873789231456621845937453976128 ee74313a
3 2 3 000090300300405069001000000003000957000103000726000800000000600150706004007030000 675892341382415769941367582413628957598173426726549813234951678159786234867234195 ed977526
3 2 3 040630780000000000060205001410300060000701000080002074300804090000000000096073020 145639782238417956769285341417398265652741839983562174321854697874926513596173428 fbed6795
3 2 3 010000003005700080896020000470002000000060000000800051000030518050007600200000030 714598263325746189896123745471352896589461372632879451967234518153987624248615937 9fe02e98
3 2 3 004000000860090507000000230400700028000429000950003001028000000501060043000000700 214375689863294517795816234436751928187429365952683471328547196571962843649138752 c0ef260b
3 2 3 806109050001007000700004003000000940420000031068000000100200008000500700070908502 836129457241357689795684123517832946429765831368491275154276398982513764673948512 b8daaf25
3 2 3 004570000800002000109006070080000004067090120400000080090600407000400001000029500 634578912875912346129346875982137654567894123413265789298651437756483291341729568 c321046e
3 2 3 200509000080000290007000830000007062090050040360200000071000400035000080000304007 243589671586731294917426835158947362792653148364218759671895423435172986829364517 bd5a0e8c
3 2 3 400000000081039000003108002000205809020000070708304000900801200000750910000000003 459627138281539467673148592316275849524986371798314625937861254842753916165492783 49e756ec
3 2 3 001000000076081390030000057002070634000050000794060500320000040065430920000000700 251793486476581392938246157512978634683154279794362518327619845865437921149825763 439c126
3 2 3 010040000090001050000003902007000045009020600630000700201700000060400080000060070 812945367396271458574683912127396845459827631638154729241738596765419283983562174 42b139c5
3 2 3 007300600005067010900000080060705001000090000700102060080000007070520400002009500 427318659835967214916254783268735941351496872794182365589643127673521498142879536 25ed196d
3 2 3 010090000305040000008002005079001000050000010000800930400900200000060301000050060 714598623325746189698312475279631548853429716146875932461983257587264391932157864 ae33313d
3 2 3 810000030006070000739120000300500000065000740000001006000016324000080100020000089 814659237256873491739124568348567912165298743972341856587916324693482175421735689 54312339
3 2 3 687030200000000000900046700000180000109625308000094000002950003000000000003010695 687531249214879536935246781726183954149625378358794162462957813591368427873412695 19fd0de8
3 2 3 006000580430016020800020001000700002040090050700002000200040008070980035083000400 126379584435816729897425361568734192342198657719562843251643978674981235983257416 9423ce91
3 2 3 005900300000002701000000040520006800100254006009700023050000000901800000003001600 215947368384562791796183245527396814138254976649718523452639187961875432873421659 f7696336
3 2 3 100090008003700000095000600300007900009508700007400003001000860000002500200060009 174396258623785491895241637382617945419538726567429183741953862936872514258164379 9336c384
3 2 3 000006052006004030900200007000007063002000900130600000500009001020800700480500000 718936452256784139943215687894127563672453918135698274567349821329861745481572396 58f0454f
3 2 3 080050006600010000053007000800500093007103400530008001000400280000080004900070060 781352946692814537453967812814526793267193458539748621176435289325689174948271365 825355d9
3 2 3 600018030002060100000300006040100360020050010069003070200005000001080500070490003 657918234432567189918342756845179362723654918169823475284735691391286547576491823 a437d9b3
3 2 3 008009103000006009000100060017050004060020030400010280070001000500400000102800400 658749123721536849349182567217358694865924731493617285974261358586473912132895476 622450d5
3 2 3 000000930006000008090164000040003000630000017000500060000439050100000800073000000 417258936526397148398164275241673589635982417789541362862439751154726893973815624 7630fdaa
3 2 3 100003006600180020340007000000800690008000300036001000000700031070019004900400008 187293456659184723342567189421835697798642315536971842264758931875319264913426578 52e491c1
3 2 3 406005000028090006000030004000004073004567100670800000800050000500070840000300205 436785912728491536159632784285914673394567128671823459842156397563279841917348265 ec026de0
3 2 3 000000609000032400910000030003060052020080040680020100050000084008590000304000000 432851679876932415915647238143769852529183746687425193251376984768594321394218567 fe98568a
3 2 3 000094106060700800004000000985000060400905008030000579000000700009008020607210000 728394156163752894594681237985137462476925318231846579812569743359478621647213985 14a53122
3 2 3 000000678530006000609000000010960003040208090700043080000000701000500034481000000 124395678538476912679821345812967453346258197795143286953684721267519834481732569 18e0b8b8
3 2 3 000000103580004009001670820300208000000060000000903006048019300600400091109000000 476892153582134679931675824365248917894761235217953486748519362623487591159326748 b76efdc3
3 2 3 600003045800000000090580000005004760900000003087200400000019080000000002570400006 621973845853641297794582631235194768946857123187236459362719584418365972579428316 8175cba0
3 2 3 008030056600010300000405700040600270000000000073008060004306000005080002210050800 428739156657812394139465728841693275962571483573248961784326519395187642216954837 2e758b9b
3 2 3 700009000000860700802000016050000009901000308200000050310000405009072000000100003 765219834134865792892437516453781269971526348286943157317698425549372681628154973 2b38f7cf
3 2 3 080200007007089006260050800790000060600000003050000072005090021400710500900002030 189246357537189246264357819793821465642975183851634972375498621426713598918562734 f6c6bbf8
3 2 3 000240000165080000409706000004002900080000020006500300000405106000060298000097000 873241569165389742429756831354612987781934625296578314938425176547163298612897453 d40b1525
3 2 3 006090307400100000000400506203000060004070200060000901709002000000009003302080100 126895347435167892897423516273951468914678235568234971759312684681549723342786159 ffb80756
3 2 3 006027930000039000000000608147090000300000004000050312603000000000310000014960500 456827931871639245239541678147293856325186794968754312683475129592318467714962583 e71a2651
3 2 3 300600500008000010690003004000060130000908000084070000500400021020000900009005007 312647589748592316695813274957264138163958742284371695576439821421786953839125467 f231462e
3 2 3 600000003000009050010020008700005020092010760080900005800050030020400000900000007 654781293278369451319524678731645829592813764486972315847156932123497586965238147 a4ec679f
3 2 3 040003100020470600000600030001005000079000340000700800080006000003017050004500060 648953172325471689197628534431895726879162345256734891582346917963217458714589263 f67618ed
3 2 3 000050000490201050360400900206000040000000000080000509003007068050903012000080000 812359674497261853365478921236895147579134286184726539923517468658943712741682395 7b42f30c
3 2 3 000900040023050080000608000015000004006305900400000850000706000050080230080002000 168923745723154689594678123215897364876345912439261857342716598657489231981532476 5d2b4892
3 2 3 000008000700590206165070000027000000806000704000000590000040852602015003000300000 239468175748591236165273489927854361856139724413627598371946852682715943594382617 5be67665
3 2 3 860030045002070030300004000930500080200090006080003052000400001090010400120060093 867931245452678139319254678931526784245897316786143952673489521598312467124765893 36aa0860
3 2 3 000806000230000601800030200041068070080040050020350810008070009904000028000509000 415826793237495681896731245541968372783142956629357814358274169974613528162589437 575f77de
3 2 3 203007800409000010500000200001804003000602000300705400002000001050000308006900502 213467895489523617567189234621894753745632189398715426872356941954271368136948572 71398d06
3 2 3 100050089003700040090120000030600200000000000006005090000097050080001900740060003 124356789563789142897124536931648275258973461476215398312897654685431927749562813 77f1919f
3 2 3 700000015081060000403900600000030050006000200020040000005003409000020870140000003 762384915981562734453971682894236157316759248527148396275813469639425871148697523 bfc21848
3 2 3 002900000004680013900005000780000062600010008490000037000400009240093600000001300 162937845574682913938145726781359462623714598495826137316478259247593681859261374 6cba2287
3 2 3 009200000400000000100056780020007030900000002050900040074690001000000008000005200 789231465465789123132456789821547936947863512356912847274698351593124678618375294 f60eb229
3 2 3 085000000063070100010200007056004000000020000000100350400002060009040230000000590 785416923263879145914235687156394872397528416842167359438952761579641238621783594 347234
3 2 3 004060003000200459008000060300602000105000608000408005020000900476009000800030700 254967813637281459918345267389652174145793628762418395523174986476829531891536742 c29a10af
3 2 3 006870030200004000490000070000400005510000062600003000060000058000600003030058100 156879234273164589498235671327416895514987362689523417761342958845691723932758146 a0bb86c2
3 2 3 070009260300004090000023008080000006500070002400000050200690000060400007041800020 174589263328764591695123478782945136519376842436218759257691384863452917941837625 f32282fc
3 2 3 000002070708004100040600300007010098800050003610030200002003060003900802050700000 539182476768394125241675389327416598894257613615839247982543761473961852156728934 3fdf3fae
3 2 3 009034000000000010003720009705300090940000035030001607600057900090000000000910700 829134576574689312163725489715346298946872135238591647681457923497263851352918764 2555fbf2
3 2 3 000009005500070610002100709005300072400000006270004100608001300037080001100900000 781639245549278613362145789895316472413827956276594138628751394937482561154963827 8a4819d
3 2 3 102007000000106320000200000907020610200604003065070802000002000086703000000400501 132897456859146327674235189947328615218654973365971842491562738586713294723489561 d88ea072
3 2 3 005090130004000009890040060000005300000708000002900000070030016500000900083070400 265897134134256789897341265918465327346728591752913648479532816521684973683179452 41faa842
3 2 3 200053080001200000005000720002040060000507000010030400083000900000004500090860004 279453681861279345345186729752948163634517892918632457483725916126394578597861234 848a0ec6
3 2 3 000020000570300280000408010304000070050090030090000801060905000017004065000060000 148526793576319284239478516384152679651897432792643851463985127817234965925761348 d6a2e1d4
3 2 3 100506200020000050500720090000400060006000400030005000040018009090000020003604008 179586243328149756564723891985471362716932485432865917647218539891357624253694178 ef9aa744
3 2 3 700030000000650000060804023016900087040000030970008160120406050000085000000010008 789132645432657891561894723216943587845761932973528164128476359397285416654319278 4a2f9d40
3 2 3 074006005000803000090000104000000571001020800453000000906000010000908000500400360 374196285215843697698275134829634571761529843453781926946352718137968452582417369 1f1b2e2d
3 2 3 020000000060157000097003450008009004410060087900800300041900230000271040000000070 125498763364157892897623451258739614413562987976814325741985236639271548582346179 a273f29a
3 2 3 502006000000359100000000500001023605000090000906580200003000000005238000000700906 512846379867359124349172568781423695254691783936587241173964852695238417428715936 821f9815
3 2 3 000000080007690040002704100901000407000175000508000601006307900080046500020000000 645213789317698245892754136931862457264175893578439621456327918183946572729581364 63042253
3 2 3 000002006000780500800014200064000012010030050580000640008560009006098000900200000 173952486642783591895614237364875912219436758587129643428561379756398124931247865 f305b953
3 2 3 005409000008070010090010005870000000504327809000000037700080090040050200000601700 125439678438576912697812345873965421514327869269148537756284193941753286382691754 2150e17d
3 2 3 104080007300700000000030080010008300008000600009100020050090000000007004900040501 124586937386719452795234186617928345238475619549163728452691873861357294973842561 600b0bb1
